x y z ApproxSol
0.5000000000000000 0.0000000000000000 0.0000000000000000 2.6172429726488917
0.5000000000000000 0.0101010101010101 0.0000000000000000 2.6071459854692778
0.5000000000000000 0.0202020202020202 0.0000000000000000 2.5971500594894552
0.5000000000000000 0.0303030303030303 0.0000000000000000 2.5872542799348550
0.5000000000000000 0.0404040404040404 0.0000000000000000 2.5774577331268054
0.5000000000000000 0.0505050505050505 0.0000000000000000 2.5677595053865656
0.5000000000000000 0.0606060606060606 0.0000000000000000 2.5581586830354590
0.5000000000000000 0.0707070707070707 0.0000000000000000 2.5486543523947969
0.5000000000000000 0.0808080808080808 0.0000000000000000 2.5392455997858585
0.5000000000000000 0.0909090909090909 0.0000000000000000 2.5299315115299512
0.5000000000000000 0.1010101010101010 0.0000000000000000 2.5207111739483854
0.5000000000000000 0.1111111111111111 0.0000000000000000 2.5115836733624475
0.5000000000000000 0.1212121212121212 0.0000000000000000 2.5025480960934492
0.5000000000000000 0.1313131313131313 0.0000000000000000 2.4936035284626881
0.5000000000000000 0.1414141414141414 0.0000000000000000 2.4847490567914656
0.5000000000000000 0.1515151515151515 0.0000000000000000 2.4759837674010843
0.5000000000000000 0.1616161616161616 0.0000000000000000 2.4673067466128407
0.5000000000000000 0.1717171717171717 0.0000000000000000 2.4587170807480407
0.5000000000000000 0.1818181818181818 0.0000000000000000 2.4502138561279838
0.5000000000000000 0.1919191919191919 0.0000000000000000 2.4417961590739692
0.5000000000000000 0.2020202020202020 0.0000000000000000 2.4334630759072948
0.5000000000000000 0.2121212121212121 0.0000000000000000 2.4252136929492707
0.5000000000000000 0.2222222222222222 0.0000000000000000 2.4170470965211948
0.5000000000000000 0.2323232323232323 0.0000000000000000 2.4089623729443597
0.5000000000000000 0.2424242424242424 0.0000000000000000 2.4009586085400709
0.5000000000000000 0.2525252525252525 0.0000000000000000 2.3931523094458558
0.5000000000000000 0.2626262626262627 0.0000000000000000 2.3853085155739908
0.5000000000000000 0.2727272727272727 0.0000000000000000 2.3775432487897032
0.5000000000000000 0.2828282828282828 0.0000000000000000 2.3698557975775190
0.5000000000000000 0.2929292929292929 0.0000000000000000 2.3622454504220327
0.5000000000000000 0.3030303030303030 0.0000000000000000 2.3547114958077655
0.5000000000000000 0.3131313131313131 0.0000000000000000 2.3472532222192943
0.5000000000000000 0.3232323232323233 0.0000000000000000 2.3398699181411575
0.5000000000000000 0.3333333333333333 0.0000000000000000 2.3325608720579329
0.5000000000000000 0.3434343434343434 0.0000000000000000 2.3253253724541620
0.5000000000000000 0.3535353535353535 0.0000000000000000 2.3181627078143872
0.5000000000000000 0.3636363636363636 0.0000000000000000 2.3110721666231968
0.5000000000000000 0.3737373737373738 0.0000000000000000 2.3040530373651280
0.5000000000000000 0.3838383838383838 0.0000000000000000 2.2971046085247320
0.5000000000000000 0.3939393939393939 0.0000000000000000 2.2902261685865768
0.5000000000000000 0.4040404040404040 0.0000000000000000 2.2834170060352137
0.5000000000000000 0.4141414141414141 0.0000000000000000 2.2766764093551921
0.5000000000000000 0.4242424242424243 0.0000000000000000 2.2700036670310655
0.5000000000000000 0.4343434343434344 0.0000000000000000 2.2633980675474112
0.5000000000000000 0.4444444444444444 0.0000000000000000 2.2568588993887726
0.5000000000000000 0.4545454545454545 0.0000000000000000 2.2503854510397012
0.5000000000000000 0.4646464646464646 0.0000000000000000 2.2439770109847528
0.5000000000000000 0.4747474747474748 0.0000000000000000 2.2376328677084976
0.5000000000000000 0.4848484848484849 0.0000000000000000 2.2313523096954775
0.5000000000000000 0.4949494949494950 0.0000000000000000 2.2251346254302442
0.5000000000000000 0.5050505050505051 0.0000000000000000 2.2190706743917756
0.5000000000000000 0.5151515151515151 0.0000000000000000 2.2129772676664894
0.5000000000000000 0.5252525252525253 0.0000000000000000 2.2069448784374521
0.5000000000000000 0.5353535353535354 0.0000000000000000 2.2009729526517452
0.5000000000000000 0.5454545454545454 0.0000000000000000 2.1950609362564135
0.5000000000000000 0.5555555555555556 0.0000000000000000 2.1892082751985398
0.5000000000000000 0.5656565656565656 0.0000000000000000 2.1834144154251622
0.5000000000000000 0.5757575757575758 0.0000000000000000 2.1776788028833640
0.5000000000000000 0.5858585858585859 0.0000000000000000 2.1720008835201861
0.5000000000000000 0.5959595959595959 0.0000000000000000 2.1663801032827026
0.5000000000000000 0.6060606060606061 0.0000000000000000 2.1608159081179705
0.5000000000000000 0.6161616161616161 0.0000000000000000 2.1553077439730486
0.5000000000000000 0.6262626262626263 0.0000000000000000 2.1498550567950039
0.5000000000000000 0.6363636363636364 0.0000000000000000 2.1444572925308973
0.5000000000000000 0.6464646464646465 0.0000000000000000 2.1391138971277832
0.5000000000000000 0.6565656565656566 0.0000000000000000 2.1338243165327362
0.5000000000000000 0.6666666666666666 0.0000000000000000 2.1285879966927936
0.5000000000000000 0.6767676767676768 0.0000000000000000 2.1234043835550427
0.5000000000000000 0.6868686868686869 0.0000000000000000 2.1182729230665265
0.5000000000000000 0.6969696969696970 0.0000000000000000 2.1131930611743170
0.5000000000000000 0.7070707070707071 0.0000000000000000 2.1081642438254802
0.5000000000000000 0.7171717171717171 0.0000000000000000 2.1031859169670537
0.5000000000000000 0.7272727272727273 0.0000000000000000 2.0982575265461190
0.5000000000000000 0.7373737373737373 0.0000000000000000 2.0933785185097382
0.5000000000000000 0.7474747474747475 0.0000000000000000 2.0885483388049653
0.5000000000000000 0.7575757575757576 0.0000000000000000 2.0838378356229983
